"Region, subregion, country or area *",Location code,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,,,,,,,,
Sweden,752,10606.999,10656.633,10701.046,10741.25,10778.314,10811.698,10841.81,10868.794,10894.156,10918.93,10942.379,10964.978,10987.687,11009.964,11031.986,11054.788,11078.602,11102.632,11127.418,11153.136,11178.415,11202.872,11226.265,11248.722,11270.148,11290.348,11309.63,11327.101,11341.964,11354.211,11363.324,11370.582,11376.7,11382.048,11386.657,11389.728,11391.496,11393.221,11394.042,11393.809,11394.371,11395.217,11395.578,11395.994,11397.109,11399.737,11403.528,11407.853,11412.167,11415.484,11418.6,11422.319,11426.308,11429.271,11431.378,11432.678,11431.817,11429.898,11426.47,11422.092,11417.933,11413.015,11406.806,11401.224,11397.988,11395.186,11392.754,11391.064,11389.314,11387.348,11385.08,11382.279,11379.958,11378.534,11375.807,11371.734,11366.895,,,,,,,,
United Kingdom,826,69138.192,69551.332,69931.528,70293.58,70642.974,70971.337,71286.992,71587.424,71868.655,72142.88,72405.685,72656.815,72898.255,73125.973,73348.19,73564.958,73774.626,73980.351,74181.563,74380.562,74572.568,74753.658,74925.783,75089.106,75241.98,75380.404,75504.681,75616.456,75715.203,75797.706,75868.023,75921.059,75956.753,75982.994,76002.015,76010.858,76010.356,76011.258,76015.723,76018.826,76020.153,76022.079,76025.915,76033.052,76037.173,76040.922,76049.084,76059.258,76068.383,76067.629,76057.432,76045.531,76038.09,76028.116,76010.108,75986.572,75956.251,75926.701,75892.777,75847.664,75797.777,75743.276,75680.069,75610.81,75539.628,75462.724,75378.279,75289.987,75198.447,75102.91,75005.766,74902.636,74791.791,74679.075,74562.973,74438.679,74305.411,,,,,,,,
Southern Europe,925,151253.985,150775.924,150318.615,149839.958,149349.938,148847.867,148323.281,147774.776,147221.144,146668.076,146104.792,145528.775,144946.058,144354.954,143755.124,143140.562,142510.232,141873.724,141223.606,140551.524,139861.879,139151.471,138417.783,137659.486,136880.27,136073.706,135237.637,134385.999,133510.389,132600.308,131666.677,130715.515,129731.019,128726.144,127716.49,126695.817,125668.028,124633.154,123591.976,122559.711,121537.883,120526.704,119534.477,118561.869,117601.355,116656.095,115732.132,114834.24,113961.606,113111.778,112286.964,111492.806,110733.68,110003.058,109297.989,108611.307,107943.553,107295.563,106664.382,106049.115,105444.377,104848.233,104265.908,103692.341,103118.916,102542.593,101968.464,101405.319,100845.69,100287.41,99732.234,99170.717,98605.691,98038.857,97471.939,96905.068,96332.97,,,,,,,,
Albania,8,2791.765,2771.507,2751.025,2731.225,2711.66,2691.91,2671.885,2651.873,2632.159,2612.048,2591.317,2570.58,2549.689,2528.236,2506.595,2484.374,2461.866,2439.52,2417.264,2395.166,2373.261,2351.28,2328.952,2306.864,2284.842,2262.548,2240.166,2218.012,2195.84,2173.329,2150.774,2128.301,2106.073,2083.968,2061.943,2039.982,2017.999,1996.206,1974.543,1952.815,1931.103,1909.488,1888.155,1866.856,1845.407,1824.099,1802.818,1781.41,1759.873,1738.33,1716.472,1694.38,1672.511,1650.546,1628.466,1606.486,1584.303,1561.893,1539.374,1516.782,1494.285,1471.968,1449.876,1428.111,1406.581,1385.277,1364.419,1344.055,1324.192,1304.876,1286.144,1268.008,1250.429,1233.362,1216.785,1200.681,1184.997,,,,,,,,
Andorra,20,81.938,82.904,83.753,84.464,84.958,85.344,85.682,85.883,85.984,86.054,86.106,86.173,86.122,86.007,85.941,85.844,85.668,85.477,85.284,85.013,84.678,84.294,83.917,83.515,83.086,82.641,82.195,81.668,81.075,80.457,79.766,79.056,78.33,77.576,76.811,76.029,75.222,74.406,73.586,72.762,71.932,71.099,70.342,69.594,68.78,67.979,67.212,66.497,65.789,65.062,64.366,63.67,62.969,62.257,61.512,60.787,60.085,59.388,58.678,57.964,57.295,56.664,56.016,55.358,54.712,54.06,53.416,52.781,52.134,51.484,50.843,50.211,49.585,48.973,48.373,47.79,47.222,,,,,,,,
Bosnia and Herzegovina,70,3164.253,3140.096,3114.242,3088.093,3062.436,3037.871,3013.974,2990.106,2964.777,2937.842,2909.774,2881.542,2854.441,2827.717,2801.186,2773.794,2745.011,2715.223,2685.736,2657,2628.412,2599.926,2570.924,2541.52,2512.792,2484.043,2455.167,2426.283,2397.63,2369.439,2341.313,2312.506,2282.629,2253.604,2225.78,2198.52,2171.311,2144.352,2118.181,2092.363,2066.404,2040.184,2014.196,1988.551,1963.778,1939.993,1916.07,1892.407,1869.423,1846.943,1824.572,1802.045,1779.976,1758.69,1737.871,1717.423,1697.349,1677.782,1658.687,1639.691,1620.972,1602.999,1585.562,1568.593,1551.993,1535.508,1519.506,1504.005,1488.576,1472.918,1457.356,1442.032,1426.501,1410.625,1395.214,1380.712,1366.461,,,,,,,,
Croatia,191,3875.325,3848.16,3822.345,3797.352,3773.3,3749.593,3725.77,3701.679,3677.46,3653.762,3630.274,3607.216,3584.372,3560.763,3536.618,3512.498,3488.309,3463.774,3438.936,3413.958,3388.574,3362.953,3337.508,3311.884,3286.003,3260.126,3234.159,3208.229,3182.597,3157.017,3131.454,3105.971,3080.264,3054.624,3029.124,3003.643,2978.213,2952.807,2927.566,2902.532,2878.017,2853.838,2829.609,2805.558,2781.696,2758.152,2735.391,2713.022,2690.488,2668.169,2646.256,2624.399,2602.61,2581.029,2559.768,2538.842,2518.232,2498.025,2478.023,2458.21,2438.564,2419.112,2399.983,2381.092,2362.144,2343.166,2324.531,2306.03,2287.416,2268.884,2250.347,2231.788,2213.326,2195.109,2177.097,2159.17,2141.439,,,,,,,,
Gibraltar,292,39.329,40.126,40.867,41.561,42.226,42.86,43.46,44.034,44.581,45.092,45.571,46.017,46.429,46.81,47.179,47.522,47.822,48.089,48.334,48.56,48.772,48.974,49.154,49.335,49.504,49.658,49.799,49.926,50.062,50.202,50.326,50.442,50.55,50.658,50.757,50.833,50.896,50.953,51.014,51.069,51.118,51.151,51.186,51.234,51.265,51.279,51.282,51.275,51.268,51.256,51.238,51.206,51.156,51.112,51.075,51.035,50.982,50.919,50.847,50.771,50.69,50.602,50.499,50.406,50.33,50.253,50.172,50.083,49.998,49.916,49.83,49.737,49.647,49.558,49.464,49.364,49.261,,,,,,,,
Greece,300,10047.817,9938.844,9897.116,9853.974,9810.276,9766.171,9721.983,9677.618,9632.155,9586.436,9541.53,9496.499,9451.67,9407.248,9362.891,9319.062,9275.613,9232.316,9189.7,9146.979,9103.015,9058.324,9013.15,8965.702,8916.114,8864.825,8812.07,8758.041,8702.191,8645.289,8586.704,8525.855,8463.444,8399.726,8334.856,8269.088,8203.17,8137.064,8070.504,8003.997,7937.788,7872.406,7807.286,7742.011,7676.982,7612.995,7550.9,7490.956,7432.74,7376.24,7322.166,7270.682,7221.258,7173.18,7126.987,7082.979,7040.432,6999.572,6960.242,6922.342,6885.327,6848.239,6811.56,6775.73,6739.996,6703.488,6666.803,6630.482,6593.82,6556.381,6518.143,6479.056,6439.15,6398.565,6357.749,6316.794,6275.576,,,,,,,,
Holy See,336,0.496,0.502,0.506,0.52,0.53,0.53,0.528,0.524,0.522,0.529,0.533,0.536,0.538,0.538,0.548,0.567,0.587,0.604,0.617,0.627,0.638,0.649,0.661,0.672,0.684,0.7,0.714,0.726,0.738,0.755,0.771,0.784,0.798,0.81,0.82,0.832,0.849,0.867,0.883,0.897,0.911,0.925,0.939,0.952,0.963,0.977,0.996,1.018,1.039,1.055,1.07,1.086,1.098,1.11,1.12,1.131,1.142,1.156,1.171,1.186,1.204,1.218,1.229,1.243,1.255,1.266,1.278,1.289,1.3,1.309,1.317,1.326,1.334,1.342,1.348,1.355,1.361,,,,,,,,
Italy,380,59342.867,59146.26,58926.167,58688.779,58445.833,58201.026,57946.072,57680.12,57416.501,57156.448,56890.916,56620.006,56348.694,56074.676,55796.258,55511.314,55221.167,54931.947,54635.958,54323.772,54004.348,53680.471,53346.082,52998.855,52640.785,52273.385,51891.098,51499.509,51102.077,50692.374,50271.519,49842.494,49401.283,48952.794,48499.94,48042.232,47584.459,47127.113,46670.716,46222.614,45784.538,45352.682,44931.309,44524.3,44126.166,43734.708,43353.332,42986.002,42631.503,42288.844,41958.151,41641.716,41341.936,41053.533,40772.236,40495.656,40225.87,39963.231,39704.905,39452.309,39203.214,38955.405,38713.095,38472.531,38231.433,37989.933,37748.595,37511.052,37272.506,37035.406,36801.814,36565.448,36327.294,36088.273,35851.674,35615.72,35376.822,,,,,,,,
Kosovo (under UNSC res. 1244),412,1684.79,1674.125,1666.992,1663.093,1661.648,1661.294,1661.293,1662.128,1663.65,1665.398,1667.139,1668.691,1670.494,1672.311,1673.125,1673.544,1673.994,1673.608,1672.556,1671.3,1669.388,1666.556,1662.961,1659.062,1654.454,1649.216,1643.619,1637.267,1630.709,1623.669,1616.071,1608.537,1600.387,1591.702,1583.076,1574.801,1566.395,1557.585,1548.878,1539.819,1530.471,1520.859,1511.296,1501.906,1492.072,1481.911,1471.704,1461.493,1450.838,1439.468,1427.701,1416.049,1404.527,1392.732,1380.742,1368.486,1355.929,1343.394,1330.849,1318.01,1304.938,1291.938,1278.789,1265.597,1252.353,1238.927,1225.543,1212.17,1198.989,1185.845,1172.614,1159.322,1146.061,1133.045,1120.193,1107.445,1094.726,,,,,,,,
Malta,470,539.607,545.405,549.011,550.975,552.705,554.106,555.232,556.12,556.776,557.108,556.971,556.508,555.882,555.098,554.105,552.938,551.735,550.46,549.118,547.706,546.198,544.634,543,541.206,539.339,537.579,535.722,533.639,531.486,529.382,527.344,525.22,522.957,520.714,518.439,515.978,513.364,510.684,507.861,504.928,501.906,498.707,495.36,491.87,488.206,484.408,480.568,476.649,472.615,468.506,464.339,460.096,455.646,451.058,446.499,441.928,437.323,432.663,428.05,423.479,418.92,414.485,410.087,405.756,401.64,397.651,393.682,389.79,386.057,382.46,378.909,375.413,372.094,368.943,365.881,362.878,359.932,,,,,,,,
Montenegro,499,638.478,632.729,626.233,622.864,619.494,616.052,612.562,609.02,605.4,601.707,597.953,594.137,590.265,586.346,582.392,578.416,574.434,570.433,566.428,562.39,558.315,554.232,550.113,545.935,541.746,537.544,533.295,529.032,524.724,520.388,516.02,511.59,507.085,502.596,498.178,493.749,489.254,484.745,480.253,475.746,471.227,466.696,462.213,457.76,453.306,448.884,444.456,440.04,435.691,431.374,427.082,422.841,418.648,414.504,410.39,406.286,402.21,398.175,394.191,390.26,386.35,382.461,378.612,374.788,370.994,367.208,363.412,359.621,355.847,352.086,348.341,344.611,340.877,337.146,333.442,329.74,326.015,,,,,,,,
North Macedonia,807,1823.009,1813.791,1804.062,1794.093,1784.012,1773.549,1762.486,1751.03,1739.507,1727.94,1716.209,1704.193,1691.947,1679.496,1667.067,1654.595,1641.908,1629.133,1616.225,1603.171,1590.24,1577.355,1564.318,1551.414,1538.654,1525.751,1512.688,1499.302,1485.691,1471.821,1457.549,1443.216,1428.856,1414.524,1400.368,1386.256,1371.92,1357.262,1342.49,1327.776,1313.305,1298.919,1284.581,1270.271,1255.806,1241.336,1226.952,1212.946,1199.253,1185.557,1171.898,1158.433,1145.094,1131.876,1118.937,1106.28,1093.863,1081.482,1069.064,1056.777,1044.575,1032.51,1020.57,1008.768,997.166,985.599,974.132,962.716,951.302,939.93,928.698,917.718,906.777,895.761,884.778,873.844,862.997,,,,,,,,
Portugal,620,10425.292,10411.834,10395.362,10377.98,10358.298,10337.466,10317.927,10298.43,10277.046,10254.658,10231.672,10208.24,10184.658,10160.794,10136.256,10109.982,10082.256,10055.046,10028.284,9999.54,9969.284,9938.39,9906.34,9873.439,9840.57,9806.138,9770.27,9734.815,9698.456,9660.593,9622.783,9584.725,9546.69,9509.704,9471.601,9433.24,9395.884,9359.41,9323.461,9287.297,9251.226,9216.44,9183.537,9151.646,9119.966,9089.207,9060.609,9033.657,9009.126,8985.902,8962.89,8942.124,8923.472,8907.084,8892.95,8879.963,8868.424,8857.978,8848.868,8841.732,8835.314,8829.356,8824.406,8819.026,8813.662,8809.078,8804.662,8800.534,8795.988,8791.064,8786.368,8780.288,8773.536,8767.898,8763.262,8758.704,8753.987,,,,,,,,
San Marino,674,33.581,33.573,33.605,33.64,33.685,33.722,33.742,33.755,33.772,33.787,33.8,33.828,33.858,33.897,33.942,33.967,33.969,33.963,33.976,33.988,33.961,33.921,33.883,33.843,33.796,33.74,33.696,33.643,33.561,33.459,33.341,33.225,33.105,32.972,32.836,32.7,32.572,32.448,32.317,32.192,32.066,31.934,31.817,31.702,31.588,31.492,31.412,31.343,31.278,31.218,31.164,31.119,31.083,31.06,31.055,31.059,31.052,31.063,31.091,31.105,31.117,31.146,31.182,31.202,31.214,31.225,31.227,31.227,31.222,31.225,31.243,31.255,31.255,31.226,31.199,31.183,31.165,,,,,,,,
Serbia,688,6736.216,6689.039,6641.964,6597.531,6552.48,6507.08,6461.211,6414.891,6368.276,6321.235,6273.957,6226.577,6179.058,6131.35,6083.452,6035.41,5987.456,5939.71,5892.176,5845.236,5798.97,5753.266,5708.144,5663.615,5619.618,5576.028,5532.87,5489.99,5447.452,5405.54,5363.863,5322.172,5280.494,5238.815,5197.374,5156.25,5115.135,5073.969,5032.714,4991.432,4950.301,4909.264,4868.42,4827.708,4787.037,4746.569,4706.369,4666.587,4627.299,4588.418,4549.896,4511.862,4474.346,4437.146,4400.238,4363.842,4328.119,4293.036,4258.446,4224.318,4190.781,4157.772,4125.175,4092.96,4061.195,4029.74,3998.579,3967.746,3937.124,3906.847,3876.896,3847.182,3817.686,3788.369,3759.282,3730.361,3701.499,,,,,,,,
Slovenia,705,2118.696,2117.072,2114.574,2111.542,2107.832,2103.53,2098.956,2094.077,2089.052,2083.976,2078.93,2073.836,2068.474,2062.855,2057.383,2052.082,2046.764,2041.315,2035.404,2029.194,2022.815,2016.283,2009.695,2002.985,1996.179,1989.122,1981.553,1973.64,1965.352,1956.749,1947.892,1938.686,1929.351,1919.741,1910.149,1900.568,1890.545,1880.53,1870.785,1861.182,1851.458,1841.738,1832.381,1823.323,1814.229,1805.082,1796.292,1787.912,1779.812,1771.778,1763.893,1756.477,1749.462,1742.745,1736.138,1729.789,1723.704,1717.879,1712.447,1707.19,1702.106,1697.209,1692.339,1687.589,1683.09,1678.711,1674.271,1669.929,1665.752,1661.541,1657.347,1653.168,1648.954,1644.671,1640.465,1636.334,1632.031,,,,,,,,
Spain,724,47910.526,47889.958,47850.792,47802.271,47748.566,47685.765,47610.519,47523.489,47433.522,47344.056,47252.139,47154.196,47049.47,46940.809,46830.186,46714.655,46591.674,46463.105,46327.61,46187.923,46041.01,45879.964,45708.98,45529.637,45342.102,45140.662,44928.558,44712.28,44480.747,44229.848,43969.185,43702.732,43418.723,43121.617,42824.438,42521.117,42210.838,41892.753,41566.223,41240.292,40914.11,40590.376,40271.85,39956.629,39644.11,39337.025,39035.769,38741.025,38453.574,38173.658,37903.808,37644.622,37397.887,37163.397,36942.005,36729.338,36524.535,36327.926,36139.448,35956.99,35778.726,35605.15,35436.926,35273.592,35109.16,34941.504,34774.237,34611.81,34453.467,34295.239,34136.023,33974.156,33811.182,33645.992,33475.732,33302.992,33127.478,,,,,,,,
Western Europe,926,199862.608,199671.205,199495.044,199525.763,199530.774,199510.768,199472.876,199415.438,199345.522,199271.712,199196.96,199116.752,199013.572,198900.613,198779.509,198641.857,198497.901,198358.656,198220.282,198056.996,197860.448,197644.86,197415.602,197168.38,196893.316,196593.346,196281.82,195955.421,195616.388,195252.32,194853.372,194435.686,194016.686,193600.484,193184.784,192780.069,192386.399,192008.762,191646.464,191301.837,190980.564,190674.334,190382.128,190107.291,189854.09,189620.32,189403.02,189197.562,188999.166,188802.704,188606.657,188430.376,188257.911,188067.478,187879.502,187702.297,187533.398,187376.23,187227.436,187084.296,186946.005,186806.976,186668.094,186539.764,186429.19,186328.512,186225.161,186125.714,186042.17,185970.626,185900.722,185824.358,185732.468,185626.262,185527.13,185430.702,185317.324,,,,,,,,
Austria,40,9120.813,9113.574,9107.266,9101.493,9096.265,9089.764,9080.346,9069.088,9056.51,9043.486,9029.41,9014.208,8999.246,8982.696,8966.4,8950.79,8934.062,8917.56,8900.674,8883.178,8864.498,8844.73,8824.199,8801.902,8777.846,8751.756,8724.332,8696.686,8667.922,8636.711,8603.886,8570.634,8537.012,8501.897,8465.818,8430.06,8394.696,8360.106,8325.62,8291.172,8258.212,8225.772,8193.049,8161.532,8131.306,8101.554,8072.756,8045.284,8017.717,7990.447,7963.624,7937.308,7911.662,7884.737,7857.206,7830.808,7805.761,7781.119,7755.989,7730.759,7705.346,7680.366,7656.851,7634.721,7612.694,7590.34,7569.186,7549.429,7530.928,7513.402,7496.58,7479.874,7462.943,7446.092,7429.819,7414.451,7399.328,,,,,,,,
Belgium,56,11738.764,11758.603,11774.643,11788.64,11801.622,11813.659,11824.141,11833.002,11841.124,11849.248,11856.876,11863.585,11869.958,11876.528,11882.906,11888.117,11892.204,11895.958,11898.971,11900.654,11901.548,11900.984,11898.56,11894.556,11888.624,11880.657,11870.906,11859.002,11844.314,11827.232,11809.035,11790.123,11769.786,11747.806,11726.479,11705.884,11684.663,11662.418,11639.828,11618.143,11597.067,11577.02,11558.128,11540.449,11523.334,11506.727,11490.796,11476.222,11463.025,11449.95,11436.977,11424.663,11413.124,11401.156,11387.798,11374.35,11361.054,11348.181,11335.106,11321.442,11308.006,11294.427,11280.649,11265.957,11250.78,11236.086,11221.816,11207.572,11192.508,11176.899,11161.121,11145.15,11129.657,11114.014,11097.068,11079.076,11060.848,,,,,,,,
France,250,66548.53,66650.804,66746.4,66838.261,66928.636,67018.329,67107.691,67194.855,67281.98,67369.322,67458.15,67547.946,67635.315,67721.11,67801.926,67873.403,67938.904,68002.575,68063.86,68115.786,68157.082,68190.954,68214.672,68229.077,68235.29,68231.375,68219.675,68200.255,68175.77,68146.932,68111.014,68067.631,68022.156,67978.669,67935.85,67892.952,67850.295,67810.557,67772.616,67739.664,67713.647,67691.804,67677.299,67669.052,67664.28,67668.109,67678.905,67698.398,67724.514,67752.34,67784.584,67822.261,67863.936,67905.318,67945.204,67984.811,68024.937,68066.815,68108.44,68153.316,68198.943,68237.654,68276.452,68316.291,68354.445,68389.693,68421.883,68451.045,68475.278,68498.701,68518.866,68529.647,68529.527,68523.856,68516.589,68503.747,68484.558,,,,,,,,
Germany,276,84552.242,84075.075,83644.258,83442.706,83229.082,83005.443,82780.953,82552.437,82323.676,82099.756,81882.65,81669.91,81443.394,81216.897,80993.997,80770.009,80551.736,80345.656,80149.109,79942.136,79719.613,79491.796,79264.457,79034.28,78791.084,78540.887,78294.613,78048.438,77800.877,77539.861,77258.786,76970.313,76687.002,76408.118,76129.112,75861.386,75604.604,75361.468,75130.987,74909.565,74701.728,74503.017,74308.692,74117.862,73940.351,73773.328,73615.845,73459.601,73301.6,73144.65,72985.141,72838.464,72691.19,72532.967,72383.094,72244.177,72112.514,71991.202,71881.429,71775.295,71672.976,71576.211,71478.456,71387.348,71315.95,71259.003,71200.405,71145.64,71109.273,71085.837,71065.764,71045.888,71019.878,70982.925,70953.019,70930.781,70899.863,,,,,,,,
Liechtenstein,438,39.87,40.128,40.368,40.594,40.81,41.01,41.202,41.392,41.567,41.722,41.868,42.005,42.131,42.242,42.348,42.448,42.534,42.618,42.69,42.755,42.814,42.862,42.908,42.944,42.972,42.996,43.013,43.031,43.045,43.053,43.058,43.049,43.042,43.047,43.047,43.043,43.037,43.031,43.026,43.017,43.018,43.022,43.015,43.01,43.013,43.016,43.016,43.025,43.036,43.048,43.064,43.084,43.118,43.154,43.183,43.212,43.242,43.269,43.287,43.311,43.343,43.371,43.401,43.427,43.452,43.478,43.497,43.514,43.536,43.555,43.557,43.562,43.579,43.586,43.589,43.595,43.598,,,,,,,,
Luxembourg,442,673.036,680.454,687.448,694.278,701.077,707.591,713.667,719.434,725.078,730.521,735.651,740.628,745.418,749.911,754.311,758.65,762.673,766.431,770.07,773.435,776.535,779.539,782.347,784.904,787.35,789.571,791.464,793.283,794.906,796.237,797.493,798.658,799.411,799.812,800.205,800.515,800.675,800.796,800.771,800.536,800.258,799.938,799.551,799.018,798.329,797.479,796.328,795.146,793.929,792.53,791.181,789.866,788.498,787.038,785.565,784.037,782.395,780.657,778.774,777.016,775.302,773.446,771.559,769.638,767.782,766.05,764.383,762.658,761.034,759.532,757.956,756.502,755.032,753.307,751.533,749.774,747.99,,,,,,,,
Monaco,492,38.631,38.341,38.087,37.868,37.672,37.507,37.366,37.243,37.132,37.042,36.966,36.894,36.823,36.76,36.708,36.671,36.626,36.57,36.538,36.526,36.517,36.522,36.538,36.572,36.62,36.681,36.757,36.84,36.928,37.02,37.123,37.216,37.311,37.435,37.554,37.683,37.816,37.943,38.079,38.24,38.416,38.584,38.756,38.933,39.126,39.334,39.549,39.764,39.975,40.196,40.427,40.656,40.908,41.179,41.439,41.691,41.951,42.213,42.472,42.737,43.018,43.29,43.564,43.856,44.141,44.404,44.669,44.949,45.217,45.484,45.773,46.064,46.344,46.622,46.894,47.182,47.489,,,,,,,,
Netherlands,528,18228.742,18346.819,18448.775,18538.017,18619.097,18692.513,18757.217,18813.965,18863.761,18908.217,18946.183,18977.352,19004.539,19026.568,19043.264,19055.408,19062.983,19066.147,19064.875,19060.464,19052.666,19041.975,19030.541,19016.273,18998.732,18979.463,18958.475,18934.376,18909.117,18884.311,18858.186,18831.09,18801.74,18770.838,18740.761,18711.794,18683.35,18655.389,18629.643,18605.905,18582.98,18561.279,18541.467,18524.713,18509.437,18494.005,18478.454,18462.959,18446.838,18429.276,18411.117,18391.537,18368.106,18340.784,18311.972,18282.173,18251.35,18218.893,18184.063,18147.838,18111.024,18074.357,18036.255,17998.307,17960.227,17920.22,17878.905,17838.039,17798.797,17759.141,17719.668,17681.342,17644.611,17609.469,17575.44,17541.909,17507.518,,,,,,,,
